,Name,Price,Mileage,ages,accident_damages,Insurance,service_repairs,fuel_capacity,wheelbase,dirver_leg_room,dirver_head_room,cargo_capacity,curb_weight,towing_capacity,drive_type_text,transmission_text,torque_num,torque_rpm,dimension_L,dimension_W,dimension_H,mile_per_gallon_city,mile_per_gallon_hwy,engine_cly,engine_fuel,engine_L,color_ext,color_int,torque,type
686,2022 Chevrolet Silverado 1500 Work Truck,33998,10,1,No Accidents or Damage Reported,0,0,24.0,147.45,44.5,43.0,0,4594,"9,500/9,500 lbs",Rear Wheel Drive,Automatic,420,1500,231.88,81.2,75.6,19,22,4, Turbo Gas,2.7,White,Black,2800.0,truck
687,2018 Ford F150 XLT,33998,43,5,No Accidents or Damage Reported,0,0,26.0,145.0,43.9,40.8,0,4769,"5,000/5,000 lbs",Four Wheel Drive,Automatic,265,4000,231.9,79.9,77.2,18,23,6, Gas,3.3,Gray,Gray,662.5,truck
688,2023 Toyota Tacoma TRD Off Road,41998,10,0,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,0,4550,"6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,212.3,75.2,70.6,18,22,6, Gas,3.5,Red,Black,576.1,truck
689,2022 Chevrolet Silverado 1500 LTD RST,38998,51,1,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,0,4867,"11,900/11,900 lbs",Four Wheel Drive,Automatic,383,4100,241.21,81.24,75.4,15,20,8, Gas,5.3,White,Black,934.1,truck
690,2017 Nissan Frontier SV,23998,72,6,No Accidents or Damage Reported,0,0,21.1,139.9,42.4,40.0,0,4557,"6,100/6,100 lbs",Four Wheel Drive,Automatic,281,4000,219.4,72.8,70.1,15,21,6, Gas,4.0,Gray,Gray,702.5,truck
691,2019 Ram 1500 Classic Warlock,31998,59,4,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,0,5141,"4,430/4,430 lbs",Four Wheel Drive,Automatic,410,3950,229.0,79.4,77.7,15,21,8, Gas,5.7,Red,Black,1038.0,truck
692,2021 Jeep Gladiator Willy's,39998,7,2,No Accidents or Damage Reported,0,0,22.0,137.3,41.2,42.8,0,4650,"4,000/4,000 lbs",Null,Automatic,260,4400,218.0,73.8,75.0,16,23,6, Gas,3.6,Black,Black,590.9,truck
693,2020 Chevrolet Silverado 1500 Custom,36998,36,3,No Accidents or Damage Reported,0,2,24.0,156.95,44.53,43.03,0,4867,"9,500/9,500 lbs",Four Wheel Drive,Automatic,305,3900,241.21,81.24,75.4,15,20,8, Gas,5.3,White,Black,782.1,truck
694,2021 Ram 1500 Limited,51998,38,2,No Accidents or Damage Reported,0,0,26.0,153.5,40.9,40.9,0,5568,"7,970/7,970 lbs",Four Wheel Drive,Automatic,480,1600,241.8,82.1,77.5,21,29,6, Turbo Diesel,3.0,Black,Black,3000.0,truck
695,2020 Chevrolet Silverado 1500 High Country,47998,48,3,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,0,4867,"11,900/11,900 lbs",Four Wheel Drive,Automatic,383,4100,241.21,81.24,75.4,16,22,8, Gas,6.2,Black,Black,934.1,truck
696,2020 Ram 1500 Laramie,40998,36,3,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,0,5032,"6,500/6,500 lbs",Rear Wheel Drive,Automatic,480,1600,232.9,82.1,77.5,22,32,6, Turbo Diesel,3.0,Black,Black,3000.0,truck
697,2019 Toyota Tacoma TRD Off Road,35998,39,4,No Accidents or Damage Reported,0,8,21.1,140.6,42.9,39.7,0,4425,"6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,225.5,75.2,70.6,18,22,6, Gas,3.5,White,Black,576.1,truck
698,2015 Ram 1500 Laramie,25998,113,8,No Accidents or Damage Reported,0,0,26.0,149.0,41.0,41.0,0,5576,"7,860/7,860 lbs",Four Wheel Drive,Automatic,410,3950,237.9,79.4,77.9,15,21,8, Gas,5.7,Black,Black,1038.0,truck
699,2021 Ford F150 XLT,43998,19,2,No Accidents or Damage Reported,0,3,26.0,145.0,43.9,40.8,0,4705,"8,200/8,200 lbs",Four Wheel Drive,Automatic,440,1750,231.7,79.9,77.2,20,27,6, Turbo Diesel,3.0,White,Gray,2514.3,truck
700,2022 GMC Sierra 1500 Elevation,48998,12,1,No Accidents or Damage Reported,0,0,24.0,156.98,44.5,43.0,0,4885,"12,800/12,800 lbs",Four Wheel Drive,Automatic,420,1500,241.45,81.2,75.4,17,20,4, Turbo Gas,2.7,White,Black,2800.0,truck
701,2021 Ram 1500 Bighorn,36998,31,2,No Accidents or Damage Reported,0,0,23.0,140.5,40.9,40.9,0,5001,"6,460/6,460 lbs",Four Wheel Drive,Automatic,269,4800,228.9,82.1,77.7,19,24,6, Gas,3.6,Gray,Black,560.4,truck
702,2020 Ram 1500 Laramie,44998,30,3,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,0,5196,"6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,232.9,82.1,77.6,15,21,8, Gas,5.7,White,Brown,1038.0,truck
703,2020 Jeep Gladiator Overland,37998,27,3,No Accidents or Damage Reported,0,3,22.0,137.3,41.2,42.8,0,4720,"4,000/4,000 lbs",Null,Automatic,260,4400,218.0,73.8,75.0,16,23,6, Gas,3.6,Black,Black,590.9,truck
704,2019 Ram 1500 Classic Warlock,33998,42,4,No Accidents or Damage Reported,0,3,26.0,140.0,41.0,41.0,0,5141,"4,430/4,430 lbs",Four Wheel Drive,Automatic,410,3950,229.0,79.4,77.7,15,21,8, Gas,5.7,Black,Black,1038.0,truck
705,2017 Nissan Titan SV,21998,101,6,No Accidents or Damage Reported,0,2,26.0,139.8,41.8,41.0,0,5508,"9,270/9,270 lbs",Rear Wheel Drive,Automatic,394,4000,228.1,79.5,75.4,15,21,8, Gas,5.6,Gray,Black,985.0,truck
706,2020 Ford F150 XLT,35998,47,3,No Accidents or Damage Reported,0,0,26.0,145.0,43.9,40.8,0,4770,"5,000/5,000 lbs",Four Wheel Drive,Automatic,400,2750,231.9,79.9,77.2,19,24,6, Turbo Gas,2.7,Gray,Black,1454.5,truck
707,2018 Ram 1500 Express,28998,74,5,No Accidents or Damage Reported,0,2,26.0,140.0,41.0,41.0,0,5171,"4,410/4,410 lbs",Four Wheel Drive,Automatic,269,4175,229.0,79.4,77.5,16,23,6, Gas,3.6,Black,Gray,644.3,truck
708,2020 Jeep Gladiator Overland,36998,50,3,No Accidents or Damage Reported,0,0,22.0,137.3,41.2,42.8,0,4720,"4,000/4,000 lbs",Null,Automatic,260,4400,218.0,73.8,75.0,16,23,6, Gas,3.6,Tan,Brown,590.9,truck
709,2019 Ford Ranger XL,25998,75,4,No Accidents or Damage Reported,0,1,18.0,126.8,43.1,41.0,0,4441,"3,500/3,500 lbs",Four Wheel Drive,Automatic,310,3000,210.8,85.8,71.5,20,24,4, Turbo Gas,2.3,White,Black,1033.3,truck
710,2020 GMC Sierra 1500 SLT,45998,47,3,No Accidents or Damage Reported,0,0,24.0,156.98,44.53,43.03,0,4887,"12,000/12,000 lbs",Four Wheel Drive,Automatic,383,4100,241.25,81.24,75.4,16,22,8, Gas,5.3,Black,Black,934.1,truck
711,2019 Ram 1500 Classic Warlock,29998,55,4,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,0,5141,"4,430/4,430 lbs",Four Wheel Drive,Automatic,269,4175,229.0,79.4,77.7,16,23,6, Gas,3.6,Blue,Black,644.3,truck
712,2020 Jeep Gladiator Sport S,33998,28,3,No Accidents or Damage Reported,0,1,22.0,137.3,41.2,42.8,0,4650,"4,000/4,000 lbs",Null,Automatic,260,4400,218.0,73.8,75.0,16,23,6, Gas,3.6,Gray,Black,590.9,truck
713,2021 Ford F150 XLT,39998,28,2,No Accidents or Damage Reported,0,5,26.0,145.0,43.9,40.8,0,4705,"8,200/8,200 lbs",Four Wheel Drive,Automatic,440,1750,231.7,79.9,77.2,20,27,6, Turbo Diesel,3.0,White,Black,2514.3,truck
714,2020 Toyota Tacoma Limited,37998,55,3,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,0,4480,"6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,212.3,75.2,70.6,18,22,6, Gas,3.5,Gray,Black,576.1,truck
715,2021 Toyota Tundra SR5,44998,32,2,No Accidents or Damage Reported,0,0,26.4,145.7,42.5,39.7,0,5640,"9,800/9,800 lbs",Four Wheel Drive,Automatic,401,3600,228.9,79.9,76.2,13,17,8, Gas,5.7,Gray,Black,1113.9,truck
716,2020 Chevrolet Silverado 1500 Custom,28998,49,3,No Accidents or Damage Reported,0,0,24.0,156.95,44.53,43.03,0,4674,"9,600/9,600 lbs",Rear Wheel Drive,Automatic,305,3900,241.21,81.24,75.35,16,21,6, Gas,4.3,Blue,Black,782.1,truck
717,2021 Ram 1500 Bighorn,40998,21,2,No Accidents or Damage Reported,0,1,26.0,144.5,40.9,40.9,0,5082,"6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,232.9,82.1,77.6,15,21,8, Gas,5.7,Black,Gray,1038.0,truck
718,2019 Ram 1500 Bighorn,32998,43,4,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,0,5232,"6,280/6,280 lbs",Four Wheel Drive,Automatic,410,3950,232.9,82.1,77.6,15,21,8, Gas,5.7,Black,Gray,1038.0,truck
719,2017 Honda Ridgeline RTL,22998,122,6,No Accidents or Damage Reported,0,0,19.5,125.2,40.9,40.1,0,4445,"5,000/5,000 lbs",All Wheel Drive,Automatic,262,4700,210.0,78.6,70.8,18,25,6, Gas,3.5,Burgundy,Gray,557.4,truck
720,2021 Chevrolet Silverado 1500 Custom,34998,51,2,No Accidents or Damage Reported,0,0,24.0,147.45,44.53,43.03,0,4815,"9,500/9,500 lbs",Four Wheel Drive,Automatic,305,3900,231.7,81.24,75.63,15,20,6, Gas,4.3,Black,Black,782.1,truck
721,2019 Ram 1500 Laramie,38998,54,4,No Accidents or Damage Reported,0,3,26.0,153.5,40.9,40.9,0,5160,"6,320/6,320 lbs",Four Wheel Drive,Automatic,410,3950,241.8,82.1,77.5,15,21,8, Gas,5.7,White,Black,1038.0,truck
722,2020 Nissan Titan PRO-4X,39998,39,3,No Accidents or Damage Reported,0,0,26.0,139.8,41.8,41.0,0,5824,"9,210/9,210 lbs",Four Wheel Drive,Automatic,413,4000,228.5,80.7,77.2,15,21,8, Gas,5.6,Tan,Black,1032.5,truck
723,2022 Hyundai Santa Cruz SEL Premium,31998,12,1,No Accidents or Damage Reported,0,0,17.7,118.3,41.4,40.7,0,4101,"5,000/5,000 lbs",All Wheel Drive,Automatic,311,1700,195.7,75.0,66.7,19,27,4, Turbo Gas,2.5,White,Black,1829.4,truck
724,2021 Toyota Tundra Platinum,54998,10,2,No Accidents or Damage Reported,0,1,38.0,145.7,42.5,39.7,0,5670,"8,800/8,800 lbs",Four Wheel Drive,Automatic,401,3600,228.9,79.9,76.2,13,17,8, Gas,5.7,Gray,Black,1113.9,truck
725,2018 Toyota Tundra SR5,35998,57,5,No Accidents or Damage Reported,0,0,26.4,145.7,42.5,39.7,0,5340,"10,100/10,100 lbs",Rear Wheel Drive,Automatic,401,3600,228.9,79.9,75.8,13,18,8, Gas,5.7,Gray,Gray,1113.9,truck
726,2021 Toyota Tacoma TRD Off Road,40998,28,2,No Accidents or Damage Reported,0,0,21.1,140.6,42.9,39.7,0,4550,"6,400/6,400 lbs",Four Wheel Drive,Automatic,265,4600,225.5,75.2,70.6,18,22,6, Gas,3.5,Gray,Black,576.1,truck
727,2019 Ford F150 XL,33998,22,4,No Accidents or Damage Reported,0,0,23.0,145.0,43.9,40.8,0,4675,"5,000/5,000 lbs",Four Wheel Drive,Automatic,400,2750,231.9,79.9,77.2,19,24,6, Turbo Gas,2.7,Burgundy,Gray,1454.5,truck
728,2020 Ram 1500 Lonestar,35998,10,3,No Accidents or Damage Reported,0,0,26.0,144.5,40.9,40.9,0,4878,"6,550/6,550 lbs",Rear Wheel Drive,Automatic,410,3950,232.9,82.1,77.5,15,22,8, Gas,5.7,Burgundy,Gray,1038.0,truck
729,2020 Ford F150 XLT,37998,15,3,No Accidents or Damage Reported,0,0,23.0,145.0,43.9,40.8,0,4675,"5,000/5,000 lbs",Four Wheel Drive,Automatic,400,2750,231.9,79.9,77.2,19,24,6, Turbo Gas,2.7,Gray,Black,1454.5,truck
730,2013 Honda Ridgeline RTL,20998,115,10,No Accidents or Damage Reported,0,0,22.0,122.0,40.8,38.7,0,4564,Null,Four Wheel Drive,Automatic,247,4300,206.9,77.8,71.2,15,21,6, Gas,3.5,Black,Black,574.4,truck
731,2021 Chevrolet Silverado 1500 Custom,35998,19,2,No Accidents or Damage Reported,0,0,24.0,147.43,44.53,43.03,0,4602,"9,700/9,700 lbs",Rear Wheel Drive,Automatic,305,3900,231.7,81.24,75.49,16,21,6, Gas,4.3,Blue,Black,782.1,truck
732,2019 Ram 1500 Classic Tradesman,26998,30,4,No Accidents or Damage Reported,0,5,26.0,140.0,41.0,41.0,0,4877,"4,660/4,660 lbs",Rear Wheel Drive,Automatic,269,4175,229.0,79.4,77.2,17,25,6, Gas,3.6,White,Gray,644.3,truck
733,2014 Ford F150 FX2,24998,108,9,No Accidents or Damage Reported,0,0,26.0,145.0,41.4,41.0,0,5254,"8,000/8,000 lbs",Rear Wheel Drive,Automatic,380,4250,231.8,79.2,74.8,15,21,8, Gas,5.0,Black,Black,894.1,truck
734,2016 Ram 1500 Bighorn,23998,117,7,No Accidents or Damage Reported,0,2,26.0,140.0,41.0,41.0,0,5142,"4,450/4,450 lbs",Four Wheel Drive,Automatic,269,4175,229.0,79.4,77.7,16,23,6, Gas,3.6,Black,Gray,644.3,truck
735,2019 Chevrolet Silverado 1500 Custom Trail Boss,35998,57,4,No Accidents or Damage Reported,0,0,24.0,147.5,44.53,43.03,0,4815,"9,500/9,500 lbs",Four Wheel Drive,Automatic,383,4100,231.7,81.24,78.45,14,18,8, Gas,5.3,Gray,Black,934.1,truck
736,2022 Ford Ranger XLT,32998,15,1,No Accidents or Damage Reported,0,0,18.0,126.8,43.1,41.0,0,4232,"3,500/3,500 lbs",Rear Wheel Drive,Automatic,310,3000,210.8,77.8,71.1,21,26,4, Turbo Gas,2.3,Gray,Black,1033.3,truck
737,2021 Toyota Tacoma SR,31998,14,2,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,0,4075,"3,500/3,500 lbs",Rear Wheel Drive,Automatic,180,3800,212.3,74.4,70.6,20,23,4, Gas,2.7,Red,Gray,473.7,truck
738,2020 GMC Sierra 1500 SLT,46998,39,3,No Accidents or Damage Reported,0,0,24.0,156.98,44.53,43.03,0,4887,"12,000/12,000 lbs",Four Wheel Drive,Automatic,383,4100,241.25,81.24,75.4,16,22,8, Gas,5.3,Silver,Black,934.1,truck
739,2018 Ram 1500 Tradesman,24998,54,5,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,0,4877,"4,650/4,650 lbs",Rear Wheel Drive,Automatic,269,4175,229.0,79.4,77.2,17,25,6, Gas,3.6,Gray,Black,644.3,truck
740,2021 Chevrolet Silverado 1500 LTZ,42998,46,2,No Accidents or Damage Reported,0,0,24.0,147.43,44.53,43.03,0,4602,"11,500/11,500 lbs",Rear Wheel Drive,Automatic,383,4100,231.7,81.24,75.49,17,23,8, Gas,5.3,Silver,Black,934.1,truck
741,2019 Toyota Tacoma SR5,32998,28,4,No Accidents or Damage Reported,0,0,21.1,127.4,42.9,39.7,0,4305,"6,500/6,500 lbs",Four Wheel Drive,Automatic,265,4600,212.3,74.4,70.6,18,22,6, Gas,3.5,Gray,Gray,576.1,truck
742,2016 Ford F150 XLT,24998,100,7,No Accidents or Damage Reported,0,0,23.0,157.0,43.9,40.8,0,4572,"7,600/7,600 lbs",Rear Wheel Drive,Automatic,253,4250,243.7,79.9,75.7,18,25,6, Gas,3.5,Gray,Gray,595.3,truck
743,2017 Nissan Frontier S,20998,44,6,No Accidents or Damage Reported,0,0,21.1,125.9,42.4,39.7,0,3757,"3,500/3,500 lbs",Rear Wheel Drive,Automatic,171,4400,205.5,72.8,68.7,17,23,4, Gas,2.5,White,Gray,388.6,truck
744,2021 Chevrolet Silverado 1500 Custom,34998,32,2,No Accidents or Damage Reported,0,0,24.0,147.45,44.53,43.03,0,4598,"9,700/9,700 lbs",Rear Wheel Drive,Automatic,305,3900,231.7,81.24,75.6,16,21,6, Gas,4.3,Gray,Black,782.1,truck
745,2020 Chevrolet Colorado LT,24998,48,3,No Accidents or Damage Reported,0,0,21.0,128.3,45.0,41.4,0,3831,"7,000/7,000 lbs",Rear Wheel Drive,Automatic,191,4400,212.7,74.3,70.4,20,26,4, Gas,2.5,White,Black,434.1,truck
746,2019 Ford F150 Lariat,39998,59,4,No Accidents or Damage Reported,0,1,26.0,157.0,43.9,40.8,0,4913,"7,000/7,000 lbs",Four Wheel Drive,Automatic,470,3500,243.7,79.9,77.3,17,23,6, Turbo Gas,3.5,Gray,Black,1342.9,truck
747,2019 Ram 1500 Classic Tradesman,19998,123,4,No Accidents or Damage Reported,0,0,26.0,140.0,41.0,41.0,0,4877,"4,660/4,660 lbs",Rear Wheel Drive,Automatic,269,4175,229.0,79.4,77.2,17,25,6, Gas,3.6,Gray,Gray,644.3,truck
748,2019 Dodge Charger GT,26998,61,4,No Accidents or Damage Reported,0,0,264.0,120.2,41.8,38.6,Null,3966,Null,Rear Wheel Drive,Automatic,264,4800,198.4,75.0,58.2,19,30,6, Gas,3.6,Red,Black,550.0,sedan
749,2017 Dodge Charger R/T Scat Pack,38998,39,6,No Accidents or Damage Reported,0,0,475.0,120.2,41.8,38.6,Null,4400,Null,Rear Wheel Drive,Automatic,475,4100,200.8,75.0,58.2,15,25,8, Gas,6.4,Black,Black,1158.5,sedan
750,2015 Ford Taurus SEL,14599,117,8,No Accidents or Damage Reported,0,13,254.0,112.9,41.9,39.0,Null,4035,Null,Front Wheel Drive,Automatic,254,4000,202.9,76.2,60.7,19,29,6, Gas,3.5,Silver,Black,635.0,sedan
751,2016 Audi A3 Premium,18998,90,7,No Accidents or Damage Reported,0,0,200.0,103.8,41.2,39.6,Null,3175,Null,Front Wheel Drive,Automatic,200,1600,175.0,70.7,55.8,23,33,4, Turbo Gas,1.8,White,Gray,1250.0,sedan
752,2018 Toyota Camry LE,22998,60,5,No Accidents or Damage Reported,0,0,184.0,111.2,42.1,38.3,Null,3296,Null,Front Wheel Drive,Automatic,184,5000,192.1,72.4,56.9,28,39,4, Gas,2.5,Black,Black,368.0,sedan
753,2012 Kia Forte LX,12998,65,11,No Accidents or Damage Reported,0,0,144.0,104.3,43.3,40.0,Null,2729,Null,Front Wheel Drive,Manual 6 Speed,144,4300,178.3,69.9,57.5,25,34,4, Gas,2.0,White,Gray,334.9,sedan
754,2013 Hyundai Elantra Limited,14998,90,10,No Accidents or Damage Reported,0,0,130.0,106.3,43.6,40.0,Null,2701,Null,Front Wheel Drive,Automatic,130,4700,178.3,69.9,56.5,28,38,4, Gas,1.8,Gray,Gray,276.6,sedan
755,2017 Mercedes-Benz C300,24998,40,6,No Accidents or Damage Reported,0,0,273.0,111.8,41.7,37.1,Null,3417,Null,Rear Wheel Drive,Automatic,273,1300,184.5,71.3,56.8,24,34,4, Turbo Gas,2.0,Black,Tan,2100.0,sedan
756,2017 Dodge Charger Daytona,35998,22,6,No Accidents or Damage Reported,0,0,395.0,120.2,41.8,38.6,Null,4264,Null,Rear Wheel Drive,Automatic,395,4200,198.4,75.0,58.2,16,25,8, Gas,5.7,Yellow,Black,940.5,sedan
757,2017 Kia Optima Hybrid Premium,16998,90,6,No Accidents or Damage Reported,0,0,271.0,110.4,45.5,39.8,Null,3486,Null,Front Wheel Drive,Automatic,271,1770,191.1,73.2,57.5,39,46,4, Hybrid,2.0,Silver,Black,1531.1,sedan
758,2020 Toyota Corolla LE,24998,10,3,No Accidents or Damage Reported,0,0,126.0,106.3,42.0,38.3,Null,2955,Null,Front Wheel Drive,Automatic,126,3900,182.3,70.1,56.5,30,38,4, Gas,1.8,White,Black,323.1,sedan
759,2017 Audi A4 Premium,24998,32,6,No Accidents or Damage Reported,0,2,273.0,111.0,41.3,38.9,Null,3483,Null,Front Wheel Drive,Automatic,273,1600,186.1,72.5,56.2,25,33,4, Turbo Gas,2.0,Gray,Black,1706.2,sedan
760,2016 Audi A6 Premium Plus,23998,75,7,No Accidents or Damage Reported,0,0,325.0,114.6,41.3,37.2,Null,4178,Null,All Wheel Drive,Automatic,325,2900,194.2,73.8,57.8,20,29,6, Supercharged Gas,3.0,Black,Black,1120.7,sedan
761,2016 Kia Optima EX,14599,124,7,No Accidents or Damage Reported,0,0,178.0,110.4,45.5,39.8,Null,3362,Null,Front Wheel Drive,Automatic,178,4000,191.1,73.2,57.7,24,35,4, Gas,2.4,Burgundy,Black,445.0,sedan
762,2014 Audi A6 Premium Plus,22998,41,9,No Accidents or Damage Reported,0,0,258.0,114.7,41.3,37.2,Null,3957,Null,All Wheel Drive,Automatic,258,1500,193.9,73.8,57.8,20,29,4, Turbo Gas,2.0,Black,Black,1720.0,sedan
763,2016 Ford Taurus Limited,15998,122,7,No Accidents or Damage Reported,0,0,254.0,112.9,41.9,39.0,Null,3917,Null,Front Wheel Drive,Automatic,254,4000,202.9,76.2,60.7,18,27,6, Gas,3.5,Black,Black,635.0,sedan
764,2013 Nissan Maxima SV,14998,98,10,No Accidents or Damage Reported,0,2,261.0,109.3,43.8,38.8,Null,3568,Null,Front Wheel Drive,Automatic,261,4400,190.6,73.2,57.8,19,26,6, Gas,3.5,Brown,Tan,593.2,sedan
765,2023 Mitsubishi Mirage G4 Black Edition,19998,6,0,No Accidents or Damage Reported,0,0,74.0,100.4,41.7,38.9,Null,2172,Null,Front Wheel Drive,Automatic,74,4000,169.5,65.7,59.2,35,41,3, Gas,1.2,Gray,Black,185.0,sedan
766,2022 Toyota Corolla SE,25998,4,1,No Accidents or Damage Reported,0,0,151.0,106.3,42.0,38.3,Null,3110,Null,Front Wheel Drive,Automatic,151,4400,182.5,70.1,56.5,31,40,4, Gas,2.0,Blue,Black,343.2,sedan
767,2017 Honda Civic LX,17998,118,6,No Accidents or Damage Reported,0,0,138.0,106.3,42.3,39.3,Null,2761,Null,Front Wheel Drive,Automatic,138,4200,182.3,70.8,55.7,31,40,4, Gas,2.0,Gray,Gray,328.6,sedan
768,2016 Honda Accord EX-L,18998,109,7,No Accidents or Damage Reported,0,0,181.0,109.3,42.5,37.6,Null,3360,Null,Front Wheel Drive,Automatic,181,3900,192.5,72.8,57.7,27,37,4, Gas,2.4,White,Tan,464.1,sedan
769,2019 Chevrolet Sonic LT,16998,45,4,No Accidents or Damage Reported,0,0,148.0,99.4,41.8,38.7,Null,2880,Null,Front Wheel Drive,Automatic,148,1850,173.9,68.3,59.7,26,34,4, Turbo Gas,1.4,Silver,Black,800.0,sedan
770,2014 Mercedes-Benz C300 Sport,19998,68,9,No Accidents or Damage Reported,0,1,251.0,108.7,41.7,37.1,Null,3726,Null,All Wheel Drive,Automatic,251,3500,180.8,69.7,56.3,20,27,6, Gas,3.5,White,Tan,717.1,sedan
771,2019 Nissan Sentra SV,19998,26,4,No Accidents or Damage Reported,0,1,125.0,106.3,42.5,39.4,Null,2880,Null,Front Wheel Drive,Automatic,125,3600,182.1,69.3,58.9,29,37,4, Gas,1.8,Red,Black,347.2,sedan
772,2018 BMW X1 XDrive28i,24998,60,5,No Accidents or Damage Reported,0,5,258.0,105.1,40.4,41.9,27.1 cu ft,3697,Null,All Wheel Drive,Automatic,258,1450,175.4,71.7,62.9,22,31,4, Turbo Gas,2.0,Blue,Black,1779.3,sedan
773,2013 Hyundai Sonata GLS,15998,63,10,No Accidents or Damage Reported,0,0,179.0,110.0,45.5,40.0,Null,3316,Null,Front Wheel Drive,Automatic,179,4250,189.8,72.2,57.9,24,35,4, Gas,2.4,Red,Tan,421.2,sedan
774,2018 Volvo S90 T5 Momentum,28998,26,5,No Accidents or Damage Reported,0,0,258.0,120.5,42.2,37.8,Null,3870,Null,Front Wheel Drive,Automatic,258,1500,200.1,74.4,57.1,24,34,4, Turbo Gas,2.0,Black,Tan,1720.0,sedan
775,2017 Mercedes-Benz E300,29998,36,6,No Accidents or Damage Reported,0,2,273.0,115.7,41.3,37.9,Null,3891,Null,All Wheel Drive,Automatic,273,1300,193.8,73.7,57.8,22,29,4, Turbo Gas,2.0,Black,Black,2100.0,sedan
776,2015 Kia Rio LX,14599,63,8,No Accidents or Damage Reported,0,0,123.0,101.2,43.8,40.0,Null,2480,Null,Front Wheel Drive,Automatic,123,4850,171.9,67.7,57.3,27,37,4, Gas,1.6,Black,Gray,253.6,sedan
777,2012 Toyota Corolla S,15998,103,11,No Accidents or Damage Reported,0,0,128.0,102.4,41.7,38.8,Null,2800,Null,Front Wheel Drive,Automatic,128,4400,179.3,69.4,57.7,26,34,4, Gas,1.8,Black,Black,290.9,sedan
778,2022 Nissan Kicks S,21998,29,1,No Accidents or Damage Reported,0,0,114.0,103.1,43.7,40.4,25.3 cu ft,2682,Null,Front Wheel Drive,Automatic,114,4000,169.1,69.3,63.3,31,36,4, Gas,1.6,White,Black,285.0,sedan
779,2016 Chrysler 300 Limited,20998,44,7,No Accidents or Damage Reported,0,0,260.0,120.2,41.8,38.6,Null,4029,Null,Rear Wheel Drive,Automatic,260,4800,198.6,75.0,58.4,19,31,6, Gas,3.6,Gray,Black,541.7,sedan
780,2019 Audi A4 Premium Plus,25998,53,4,No Accidents or Damage Reported,0,3,273.0,111.0,41.3,38.9,Null,3627,Null,All Wheel Drive,Automatic,273,1600,186.1,72.5,56.2,23,34,4, Turbo Gas,2.0,Gray,Black,1706.2,sedan
781,2017 Audi A3 Premium,19998,83,6,No Accidents or Damage Reported,0,0,221.0,103.8,41.2,39.6,Null,3197,Null,Front Wheel Drive,Automatic,221,1600,175.5,70.7,55.7,26,35,4, Turbo Gas,2.0,White,Gray,1381.2,sedan
782,2017 Subaru WRX STI Limited,30998,54,6,No Accidents or Damage Reported,0,1,290.0,104.3,43.3,37.2,Null,3455,Null,All Wheel Drive,Manual 6 Speed,290,4000,180.9,70.7,58.1,17,23,4, Turbo Gas,2.5,Blue,Black,725.0,sedan
783,2020 Nissan Altima SR,25998,23,3,No Accidents or Damage Reported,0,0,180.0,111.2,43.8,39.2,Null,3287,Null,Front Wheel Drive,Automatic,180,3600,192.9,72.9,56.9,27,37,4, Gas,2.5,Blue,Black,500.0,sedan
784,2017 Lincoln MKZ Premier,18998,99,6,No Accidents or Damage Reported,0,4,270.0,112.2,44.3,37.9,Null,3900,Null,All Wheel Drive,Automatic,270,3000,194.1,73.4,58.1,20,28,4, Turbo Gas,2.0,Gray,Tan,900.0,sedan
785,2014 BMW 528 XI,21998,58,9,No Accidents or Damage Reported,0,9,260.0,116.9,41.4,40.5,Null,4001,Null,All Wheel Drive,Automatic,260,1250,193.4,73.2,57.6,22,33,4, Turbo Gas,2.0,White,Tan,2080.0,sedan
786,2022 Toyota Corolla LE,22998,37,1,No Accidents or Damage Reported,0,0,126.0,106.3,42.0,38.3,Null,2955,Null,Front Wheel Drive,Automatic,126,3900,182.3,70.1,56.5,30,38,4, Gas,1.8,Black,Black,323.1,sedan
787,2022 Nissan Kicks SR,24998,15,1,No Accidents or Damage Reported,0,0,114.0,103.1,43.7,40.4,25.3 cu ft,2744,Null,Front Wheel Drive,Automatic,114,4000,169.1,69.3,63.4,31,36,4, Gas,1.6,White,Black,285.0,sedan
788,2017 Hyundai Accent SE,15998,45,6,No Accidents or Damage Reported,0,0,123.0,101.2,41.8,39.9,Null,2480,Null,Front Wheel Drive,Manual 6 Speed,123,4850,172.0,66.9,57.1,27,37,4, Gas,1.6,Gray,Gray,253.6,sedan
